ROW_NUMBER,SUBGROUP,AVG_SPENDING,TARGET_SPENDING,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,LABEL
5926,3,144.89,290,28,81,7,25,20,31,1
5927,1,313.74,392,247,30,35,192,123,289,1
5928,3,160.64,321,138,62,17,3,1,74,0
5929,2,37.36,56,25,27,66,6,14,54,1
5930,3,166.13,332,52,59,72,31,32,49,1
5931,1,250.41,313,112,123,83,80,47,57,1
5932,2,344.9,517,13,128,11,45,32,66,0
5933,2,108.65,163,101,118,41,117,25,100,0
5934,3,173.56,347,102,31,176,71,10,112,0
5935,1,365.22,457,171,82,113,24,12,204,1
5936,2,272.8,409,12,181,31,17,32,126,0
5937,2,125.83,189,239,32,79,6,70,76,1
5938,1,334.76,418,18,135,191,48,103,214,1
5939,1,319.7,400,117,4,23,19,38,198,1
5940,3,265.24,530,190,92,6,86,4,124,1
5941,3,202.46,405,9,74,24,25,74,193,0
5942,1,218.22,273,26,1,54,186,52,183,1
5943,2,477.59,716,70,43,177,69,70,177,1
5944,2,309.52,464,129,10,58,17,60,125,0
5945,1,63.67,80,265,138,91,50,31,31,1
5946,2,112.6,169,93,79,26,47,16,34,1
5947,3,247.11,494,195,52,79,78,26,72,0
5948,1,261.23,327,77,19,18,127,10,251,1
5949,2,155.85,234,123,91,1,42,66,76,0
5950,3,366.68,733,189,12,8,30,110,153,1
5951,2,248.26,372,321,17,157,47,35,132,1
5952,2,316.42,475,213,278,68,121,48,85,1
5953,3,125.12,250,1,82,25,5,114,172,0
5954,2,457.32,686,176,70,71,37,69,79,0
5955,3,234.29,469,182,140,25,0,39,116,1
5956,1,245.41,307,37,66,35,33,3,121,0
5957,1,200.86,251,134,16,74,19,54,102,0
5958,2,462,693,30,41,77,67,28,52,1
5959,1,228.17,285,319,193,67,70,60,104,1
5960,2,214.27,321,214,26,82,89,10,81,1
5961,2,446.09,669,211,128,99,38,58,72,1
5962,1,198.68,248,166,165,154,27,99,202,1
5963,3,364.69,729,168,83,33,102,35,81,0
5964,3,95.69,191,175,97,108,41,13,68,0
5965,2,309.73,465,19,37,49,78,47,65,1
5966,2,255.36,383,137,71,34,67,37,53,0
5967,2,321.03,482,80,33,41,36,23,82,1
5968,2,156.22,234,229,93,13,68,2,97,1
5969,1,142.81,179,55,213,14,80,33,107,1
5970,1,321.35,402,105,46,168,8,109,170,1
5971,3,272.6,545,78,84,156,39,43,102,0
5972,3,116.12,232,135,79,88,10,39,48,0
5973,1,31.52,39,89,14,24,14,20,31,1
5974,3,208.85,418,65,184,75,100,26,156,1
5975,2,108.33,162,62,247,81,24,43,149,1
5976,2,25.06,38,240,177,104,49,50,89,1
5977,1,267.14,334,351,170,49,62,32,45,1
5978,1,55.8,70,61,40,59,54,12,69,1
5979,3,432.64,865,71,35,134,66,10,186,0
5980,1,263.08,329,41,65,34,176,113,177,1
5981,2,264.39,397,173,157,61,14,27,70,0
5982,1,162.37,203,222,67,52,75,29,57,0
5983,2,44.79,67,181,72,70,38,70,175,1
5984,2,121.05,182,193,4,146,40,17,102,1
5985,3,246.78,494,248,63,69,33,1,88,1
5986,2,283.47,425,26,341,153,2,0,187,1
5987,1,246.45,308,351,91,33,117,20,97,1
5988,2,332.7,499,121,188,86,81,50,183,1
5989,1,258.35,323,79,113,95,50,2,60,0
5990,3,126.94,254,147,114,52,34,15,37,0
5991,3,246.49,493,246,164,19,136,64,80,1
5992,1,80.31,100,166,118,86,32,16,84,0
5993,1,227.07,284,101,18,54,96,24,106,0
5994,2,201.66,302,200,7,129,41,81,251,1
5995,1,420.78,526,239,70,17,11,15,150,1
5996,1,390.89,489,22,187,138,61,63,135,1
5997,3,255.24,510,69,243,138,20,60,76,1
5998,1,162.22,203,22,67,133,13,59,105,0
5999,2,245.4,368,103,195,27,15,47,115,0
6000,1,350.61,438,94,58,47,1,37,162,0
6001,3,429.4,859,96,92,38,56,5,112,0
6002,1,125.62,157,69,4,24,33,11,51,1
6003,3,111.97,224,272,142,19,60,14,99,1
6004,3,152.68,305,158,24,20,3,22,172,1
6005,2,328.51,493,21,180,34,0,48,116,0
6006,2,143.02,215,226,23,86,71,5,91,1
6007,3,201.65,403,164,72,75,90,31,70,0
6008,3,88.92,178,61,25,34,0,35,37,1
6009,2,420.24,630,119,7,87,6,184,306,1
6010,3,250.51,501,80,49,21,74,32,143,0
6011,2,100.4,151,230,11,16,66,0,179,1
6012,1,319.56,399,139,121,99,35,2,106,0
6013,3,109.95,220,101,101,39,34,61,63,1
6014,3,301.48,603,281,15,0,155,19,136,1
6015,2,126.2,189,161,52,63,33,89,104,0
6016,2,163.92,246,228,160,18,35,23,142,1
6017,3,258.63,517,142,39,174,102,72,77,1
6018,2,114.25,171,67,17,86,140,48,144,0
6019,1,319.21,399,6,86,33,6,14,47,1
6020,2,474.87,712,116,119,34,77,55,205,1
6021,1,382.52,478,222,98,4,56,39,187,1
6022,1,431.64,540,15,287,4,121,15,164,1
6023,3,98.22,196,196,108,35,5,0,158,1
6024,3,85.88,172,229,130,109,56,39,43,1
6025,1,294.7,368,308,112,131,38,34,86,1
6026,2,175.12,263,269,98,15,76,56,92,1
6027,1,151.91,190,62,135,20,21,62,99,0
6028,1,310.07,388,65,99,1,21,261,262,1
6029,2,397.04,596,90,91,47,9,14,148,0
6030,2,198.36,298,319,165,38,152,98,144,1
6031,1,296.08,370,289,27,52,112,29,97,1
6032,1,308.34,385,198,25,24,30,29,93,0
6033,2,422.1,633,25,39,6,42,1,79,1
6034,3,437.07,874,130,80,56,28,4,101,0
6035,1,113.1,141,143,87,54,38,55,125,0
6036,2,82.38,124,189,157,125,17,28,90,1
6037,1,269.86,337,19,80,57,95,22,126,0
6038,2,372.56,559,134,7,42,54,26,32,0
6039,1,257.44,322,202,119,124,11,23,127,1
6040,3,165.32,331,135,133,90,46,25,73,0
6041,1,294.76,368,96,112,124,0,29,245,1
6042,2,301.19,452,143,163,29,14,58,95,0
6043,2,148.65,223,53,100,134,111,19,189,1
6044,1,378.19,473,249,86,128,45,24,74,1
6045,2,232.67,349,0,29,123,51,11,81,0
6046,3,412.12,824,26,62,287,44,72,218,1
6047,2,438.88,658,297,86,73,21,25,104,1
6048,1,290.08,363,92,48,44,38,26,47,1
6049,3,132.58,265,12,67,47,0,3,63,1
6050,2,75.33,113,159,128,82,68,62,107,1
6051,1,52.12,65,7,99,12,147,1,236,1
6052,2,437.53,656,86,220,173,13,13,204,1
6053,3,346.64,693,198,138,54,9,2,101,1
6054,2,276.51,415,41,9,10,100,172,274,1
6055,1,67.15,84,104,93,11,26,15,46,0
6056,3,178.17,356,164,203,64,41,11,123,1
6057,1,341.05,426,224,17,37,15,90,119,1
6058,1,331.13,414,166,139,102,75,88,139,1
6059,2,176.72,265,118,68,4,35,31,39,0
6060,1,329.61,412,283,96,9,55,78,85,1
6061,3,171.37,343,90,125,78,46,17,43,0
6062,1,272.78,341,133,92,7,53,71,146,0
6063,3,242.93,486,302,3,79,83,42,97,1
6064,1,296.4,371,2,160,70,43,98,129,0
6065,3,346.46,693,102,5,124,63,43,165,0
6066,2,138.57,208,233,67,81,51,27,147,1
6067,1,244.52,306,56,51,34,30,15,109,1
6068,3,306.79,614,22,28,116,2,31,96,0
6069,1,255.28,319,215,34,91,56,5,101,1
6070,3,103.07,206,49,164,45,53,39,49,0
6071,2,226.1,339,155,32,171,99,31,118,1
6072,2,127.37,191,215,85,101,46,2,53,1
6073,1,265.86,332,286,25,119,85,142,156,1
6074,1,89.24,112,69,169,122,28,94,227,1
6075,2,91.69,138,214,57,38,86,39,68,0
6076,3,318.27,637,59,35,41,65,2,93,1
6077,3,322.09,644,59,135,4,19,67,115,0
6078,1,233.69,292,145,42,113,44,16,142,0
6079,1,17.13,21,207,20,125,10,20,120,1
6080,3,68.06,136,5,94,24,198,104,181,1
6081,2,217.93,327,114,32,71,11,29,38,0
6082,3,454.07,908,88,153,124,101,7,133,1
6083,2,335.29,503,231,28,3,24,63,257,1
6084,1,109.87,137,49,94,9,28,42,73,1
6085,1,298.44,373,240,11,110,24,33,84,1
6086,1,281.36,352,292,86,52,59,100,120,1
6087,1,137.56,172,11,118,47,39,28,259,1
6088,3,219.69,439,43,126,100,83,69,81,1
6089,2,377.35,566,50,88,10,68,38,41,1
6090,3,347.26,695,3,101,68,67,72,88,1
6091,2,90.32,135,297,138,76,33,2,60,1
6092,1,97.21,122,38,232,3,40,58,131,1
6093,2,411.02,617,34,159,68,10,20,108,0
6094,3,105.35,211,320,132,25,26,22,184,1
6095,2,237.09,356,64,111,3,29,32,56,0
6096,3,98.47,197,97,67,51,22,7,51,1
6097,1,200.67,251,181,104,30,23,21,40,0
6098,3,217.82,436,89,65,73,27,52,93,1
6099,2,338.84,508,36,128,98,63,35,39,0
6100,1,107.54,134,186,42,4,75,6,86,0
6101,1,151.58,189,241,33,164,21,2,145,1
6102,1,67.12,84,170,122,17,36,17,140,0
6103,1,209.07,261,132,118,27,0,43,79,0
6104,2,362.4,544,176,30,39,34,51,69,0
6105,2,254.49,382,4,94,35,22,3,344,1
6106,2,470.29,705,75,140,10,17,44,113,0
6107,1,388.39,485,282,16,129,76,31,72,1
6108,1,446.78,558,38,59,51,54,20,73,1
6109,2,205.69,309,32,68,118,7,214,374,1
6110,2,473.31,710,41,176,61,16,19,86,0
6111,1,46.22,58,47,166,177,59,10,250,1
6112,2,360.61,541,91,137,76,44,20,31,0
6113,3,172.84,346,368,83,173,83,18,88,1
6114,2,366.4,550,169,10,11,92,51,66,0
6115,3,453.25,907,106,20,15,123,23,215,1
6116,3,471.16,942,148,17,4,26,81,123,0
6117,1,260.72,326,60,238,25,16,97,273,1
6118,3,451.66,903,69,51,37,62,3,177,0
6119,1,231.63,290,178,62,21,16,7,115,0
6120,1,316.02,395,49,173,103,108,64,212,1
6121,3,460.6,921,128,91,31,19,43,87,0
6122,1,105.27,132,146,80,192,2,53,236,1
6123,3,387.37,775,175,49,54,24,27,70,0
6124,2,323.61,485,225,124,1,67,103,189,1
6125,1,328.72,411,165,21,30,159,30,201,1
6126,3,425.11,850,42,369,113,39,143,210,1
6127,1,196.53,246,130,20,51,40,41,117,0
6128,1,169.99,212,169,239,67,0,86,148,1
6129,1,328.11,410,163,136,98,6,95,108,1
6130,2,355.47,533,275,96,18,51,41,125,1
6131,1,475.38,594,237,29,104,19,28,85,1
6132,3,175.02,350,171,44,3,106,77,101,0
6133,3,153,306,83,169,94,66,38,52,0
6134,2,337.47,506,132,6,66,4,27,164,0
6135,3,157.57,315,236,62,162,5,12,232,1
6136,1,192.11,240,165,103,77,133,1,230,1
6137,3,144.74,289,83,170,45,12,141,155,1
6138,1,242.08,303,189,145,45,43,5,179,1
6139,3,354.3,709,104,30,62,13,24,62,1
6140,2,229.22,344,88,6,94,36,30,41,1
6141,1,491.44,614,121,38,31,2,8,95,0
6142,3,285.81,572,74,6,83,111,16,109,0
6143,1,56.34,70,168,92,52,11,22,54,0
6144,1,159.95,200,147,61,147,14,32,101,0
6145,3,208.26,417,147,69,147,20,15,208,1
6146,2,280.38,421,7,163,112,6,102,112,0
6147,2,333,500,57,3,25,46,141,230,1
6148,1,92.42,116,28,34,193,104,28,115,0
6149,3,94.13,188,56,24,130,9,1,179,1
6150,3,186.1,372,261,128,67,122,1,130,1
6151,3,202.09,404,118,15,71,22,27,42,0
6152,1,175.71,220,130,98,23,38,45,65,0
6153,1,361.99,452,169,158,133,10,46,90,1
6154,1,240.78,301,27,100,88,111,76,307,1
6155,1,350.61,438,223,56,15,6,21,285,1
6156,2,188.21,282,124,27,20,48,114,169,0
6157,2,240.76,361,256,116,110,20,50,157,1
6158,1,252.37,315,60,1,38,124,93,186,0
6159,3,98.88,198,152,37,116,70,88,246,1
6160,1,346.78,433,229,176,97,17,29,58,1
6161,3,183.34,367,107,116,14,99,71,199,1
6162,1,308.11,385,191,73,105,85,23,129,1
6163,2,151,227,226,165,35,79,1,100,1
6164,3,328.01,656,26,187,90,94,51,54,0
6165,2,420.06,630,153,208,48,32,68,97,1
6166,2,113.91,171,141,85,225,24,113,121,1
6167,1,223.83,280,49,138,97,1,49,65,0
6168,3,117.51,235,2,199,145,48,51,57,1
6169,3,186.27,373,42,127,91,71,50,121,0
6170,2,421.04,632,227,89,63,3,21,203,1
6171,3,90.27,181,211,32,146,35,89,93,1
6172,3,305.96,612,288,7,156,81,36,141,1
6173,2,209.94,315,191,242,62,74,20,120,1
6174,3,478.94,958,80,17,10,48,38,516,1
6175,1,211.36,264,111,27,13,74,105,172,0
6176,3,158.72,317,68,134,30,12,49,106,0
6177,3,82.67,165,166,59,20,95,81,185,1
6178,1,101.16,126,10,53,120,107,37,72,0
6179,3,440.22,880,80,134,39,22,62,62,0
6180,2,337.05,506,99,175,110,64,69,89,1
6181,1,38.61,48,209,57,74,33,97,136,1
6182,2,248.93,373,97,51,21,48,87,95,1
6183,1,303.83,380,213,6,0,47,36,200,1
6184,3,298.82,598,7,5,16,229,161,291,1
6185,1,382.76,478,101,46,72,25,19,32,1
6186,3,138.41,277,209,130,1,6,30,126,1
6187,3,163.07,326,38,150,125,35,1,153,0
6188,3,441.66,883,186,115,12,57,44,88,0
6189,3,331.74,663,19,7,28,49,75,117,0
6190,1,417.01,521,82,77,60,36,30,321,1
6191,3,36.54,73,285,171,30,82,56,85,1
6192,1,356.66,446,73,108,43,172,8,202,1
6193,3,281.58,563,150,277,57,133,130,169,1
6194,3,365.93,732,172,14,49,97,33,137,0
6195,1,204.09,255,92,56,50,0,74,127,0
6196,1,72.27,90,87,1,32,43,46,190,0
6197,2,218.71,328,126,207,106,8,3,156,1
6198,3,236.06,472,20,83,91,34,16,51,1
6199,1,398.21,498,146,94,66,38,1,54,0
6200,3,290.77,582,52,36,21,25,18,40,1
6201,3,361.62,723,81,105,9,13,19,68,0
6202,3,451.84,904,35,42,39,10,27,39,1
6203,3,291.62,583,84,102,82,154,57,127,1
6204,3,126.79,254,108,61,7,34,5,80,0
6205,3,373.27,747,194,149,64,47,20,28,1
6206,1,327.92,410,265,196,76,61,23,88,1
6207,2,273.53,410,180,65,32,11,17,94,0
6208,3,61.04,122,91,51,92,93,30,145,0
6209,2,232.06,348,48,16,0,117,85,133,0
6210,1,372.7,466,205,32,93,19,73,80,0
6211,3,215.63,431,183,38,109,125,53,98,1
6212,2,136.23,204,49,48,113,67,39,83,1
6213,3,387.36,775,166,3,164,75,15,183,1
6214,3,234.65,469,303,5,80,97,53,68,1
6215,1,160.07,200,171,118,33,136,65,83,1
6216,2,107.68,162,190,69,167,62,21,97,1
6217,2,98.25,147,83,102,41,31,39,103,1
6218,2,369.09,554,38,9,82,49,37,80,1
6219,2,113.45,170,287,101,1,77,31,109,1
6220,1,95.85,120,305,137,18,51,82,116,1
6221,1,107.13,134,241,172,9,8,29,147,1
6222,2,74.03,111,56,249,21,61,27,192,1
6223,2,417.87,627,151,49,51,59,7,82,0
6224,2,498.23,747,59,25,14,1,26,67,1
6225,1,79.45,99,82,60,38,8,13,94,0
6226,3,243.35,487,127,112,58,35,9,58,0
6227,3,349.09,698,111,172,72,37,16,94,0
6228,2,284.11,426,186,112,75,68,105,163,1
6229,2,234.04,351,94,44,59,89,27,86,1
6230,2,326.3,489,11,190,78,56,7,57,0
6231,3,449.76,900,137,5,75,15,0,63,0
6232,3,287.74,575,30,237,79,116,41,103,1
6233,2,178.23,267,92,166,44,3,67,130,0
6234,2,301.16,452,200,134,61,6,1,100,1
6235,2,409.82,615,106,5,61,80,64,290,1
6236,3,133.27,267,94,189,95,94,31,103,1
6237,1,96.16,120,213,63,27,89,5,105,1
6238,3,370.26,741,63,28,77,135,11,188,0
6239,3,279.5,559,36,145,40,134,82,169,1
6240,3,112.67,225,62,6,54,17,25,131,0
6241,2,369.62,554,66,63,223,19,75,160,1
6242,2,283.48,425,133,92,115,31,60,71,0
6243,2,8.8,13,129,80,6,19,14,47,0
6244,2,262.51,394,81,190,67,117,24,127,1
6245,1,504.86,631,268,204,23,135,70,113,1
6246,2,154.15,231,101,11,45,31,4,103,0
6247,2,173.97,261,74,28,76,38,15,64,1
6248,3,456.14,912,103,134,139,110,45,75,1
6249,2,162.94,244,85,38,117,47,55,160,0
6250,2,261.29,392,131,122,69,14,22,41,0
6251,2,135.51,203,42,157,83,54,7,56,0
6252,1,200.38,250,114,46,91,62,23,63,1
6253,2,431.93,648,38,262,11,123,26,146,1
6254,1,160.84,201,140,103,62,79,35,83,0
6255,3,213.96,428,5,116,110,3,13,152,0
6256,1,58.4,73,14,210,15,48,81,134,1
6257,2,307.05,461,78,18,235,49,18,208,1
6258,3,494.4,989,122,167,88,13,1,111,0
6259,3,298.74,597,347,190,33,74,84,85,1
6260,1,48.68,61,41,148,35,26,56,93,0
6261,2,213.69,321,391,187,72,19,6,138,1
6262,3,352.46,705,134,116,58,1,35,55,0
6263,3,189.85,380,316,68,53,156,43,280,1
6264,3,448.19,896,5,135,47,30,12,66,0
6265,1,232.59,291,6,63,354,29,88,273,1
6266,3,169.21,338,58,22,21,11,0,80,1
6267,2,243.91,366,169,36,6,84,89,118,0
6268,2,125.58,188,244,137,100,112,33,83,1
6269,1,271.51,339,211,68,51,1,45,126,1
6270,2,116.68,175,37,56,130,88,5,290,1
6271,1,402.4,503,151,174,117,100,122,149,1
6272,3,367.46,735,34,119,32,148,54,115,0
6273,1,308,385,96,146,10,100,89,165,1
6274,3,398.59,797,82,68,74,66,35,177,0
6275,3,364.49,729,191,66,50,8,42,42,0
6276,1,122.98,154,162,63,16,43,27,88,0
6277,2,66.68,100,91,66,44,25,33,36,1
6278,1,330.62,413,179,77,76,22,11,137,0
6279,2,403.13,605,142,147,66,12,35,100,0
6280,3,129.07,258,196,265,107,117,41,87,1
6281,2,294.59,442,75,23,78,38,22,59,1
6282,1,171.55,214,59,98,4,56,6,72,0
6283,3,199.59,399,144,23,23,34,5,66,0
6284,3,237.19,474,267,104,113,52,5,168,1
6285,1,327.4,409,5,93,47,15,9,23,1
6286,2,189.12,284,17,87,105,72,11,107,0
6287,2,294.16,441,156,194,67,27,63,99,1
6288,1,215.77,270,35,148,97,40,29,50,0
6289,1,143.55,179,62,17,14,15,0,187,1
6290,2,264.31,396,101,227,29,149,85,118,1
6291,1,87.08,109,97,106,169,68,5,161,1
6292,3,433.27,867,119,156,247,47,94,150,1
6293,2,85.33,128,220,60,135,55,4,132,1
6294,1,298.43,373,33,130,114,2,7,113,0
6295,2,315,473,237,126,87,38,55,63,1
6296,2,224.88,337,224,53,81,8,55,81,1
6297,3,303.45,607,136,100,20,22,81,143,0
6298,2,298.17,447,149,19,154,48,15,117,0
6299,3,194.56,389,102,154,10,152,49,139,1
6300,3,269.22,538,132,142,208,90,9,128,1
6301,2,422.28,633,272,92,54,12,86,90,1
6302,3,373.65,747,70,166,74,55,22,115,0
6303,1,353.02,441,169,60,58,7,33,72,0
6304,3,149.31,299,18,20,105,31,23,98,0
6305,2,103.75,156,133,25,61,25,59,96,0
6306,1,366.57,458,91,50,19,16,0,16,1
6307,3,204.92,410,172,145,21,78,33,53,0
6308,2,362,543,58,37,12,5,0,80,1
6309,2,308.52,463,137,55,13,17,30,43,0
6310,3,66.43,133,139,27,95,45,62,134,0
6311,1,411.8,515,195,137,48,55,16,51,0
6312,1,50.14,63,92,134,124,34,40,78,0
6313,2,397.64,596,75,88,114,27,21,74,0
6314,3,231.73,463,105,160,84,9,58,86,0
6315,3,434.55,869,197,36,32,57,28,152,1
6316,3,377.97,756,202,72,102,48,23,159,1
6317,2,82.86,124,187,64,161,61,51,82,1
6318,2,534.65,802,103,80,310,24,97,199,1
6319,2,167.77,252,173,7,107,34,55,126,0
6320,3,98.1,196,40,81,5,112,21,243,1
6321,2,101.78,153,170,166,54,100,30,86,1
6322,3,102.48,205,110,69,51,105,49,118,1
6323,3,109.97,220,9,27,71,53,6,129,0
6324,2,143.67,216,378,162,127,23,34,89,1
6325,2,60.49,91,33,125,1,14,7,115,0
6326,1,343.98,430,183,104,98,0,48,69,0
6327,1,112.15,140,118,51,163,11,49,110,0
6328,1,310,388,11,58,153,84,1,92,0
6329,3,280.19,560,60,47,29,22,65,383,1
6330,1,98.6,123,48,16,93,89,99,157,0
6331,1,185.13,231,340,86,58,12,9,204,1
6332,2,38.29,57,81,131,46,13,25,103,0
6333,2,79.34,119,28,111,72,130,21,140,0
6334,1,94.08,118,162,37,12,34,71,83,0
6335,1,82.57,103,6,152,177,117,9,145,1
6336,1,214.14,268,282,225,154,117,20,118,1
6337,2,91.05,137,40,171,11,62,7,108,0
6338,2,143.7,216,143,125,11,1,51,68,0
6339,3,427.85,856,172,94,42,28,24,39,0
6340,3,379.79,760,78,99,15,24,0,183,0
6341,2,256.44,385,266,1,65,79,35,160,1
6342,1,416.4,521,13,216,14,24,67,168,1
6343,3,175.78,352,2,59,6,46,17,62,1
6344,3,364.28,729,94,133,74,0,39,59,0
6345,3,418.94,838,153,87,26,9,136,195,1
6346,3,186.53,373,59,27,44,20,12,30,1
6347,2,375.67,564,143,7,4,74,57,114,0
6348,2,172.52,259,163,46,72,33,7,78,0
6349,1,89.72,112,129,56,22,65,24,103,0
6350,2,204.23,306,106,150,107,96,36,111,1
6351,2,207.77,312,75,104,13,147,75,88,0
6352,2,151.26,227,156,157,74,67,75,77,1
6353,2,136.69,205,229,73,16,17,64,103,1
6354,3,297.96,596,93,135,42,19,6,104,0
6355,2,223.58,335,289,174,21,71,51,103,1
6356,3,435.81,872,127,94,6,70,16,189,0
6357,2,452.18,678,120,131,117,20,10,104,0
6358,3,150.84,302,68,26,68,89,94,157,0
6359,1,366.81,459,52,87,120,17,44,79,0
6360,1,147.21,184,146,6,169,3,65,113,1
6361,2,316.13,474,122,17,89,2,13,156,0
6362,1,398.23,498,29,77,114,35,37,107,0
6363,1,322.13,403,55,97,118,140,57,139,1
6364,3,181.79,364,120,56,115,58,88,169,1
6365,1,206.3,258,85,21,3,56,28,102,0
6366,2,84.1,126,198,146,99,17,27,119,1
6367,2,453.96,681,79,188,87,2,69,77,0
6368,1,39.54,49,147,36,38,5,22,47,0
6369,2,261.57,392,80,206,31,48,58,79,0
6370,3,93.42,187,299,91,31,41,35,109,1
6371,3,135.4,271,69,72,139,31,44,147,0
6372,1,116.52,146,171,112,125,18,27,153,1
6373,2,98.84,148,58,133,68,91,54,202,1
6374,2,304.2,456,33,15,200,75,61,118,0
6375,2,228.99,343,191,36,28,27,39,78,0
6376,1,298.69,373,146,126,36,6,28,160,0
6377,2,222.55,334,133,36,67,33,49,81,0
6378,2,127.3,191,250,124,6,49,25,48,1
6379,3,194.23,388,345,139,42,72,32,79,1
6380,1,135.97,170,172,210,33,25,24,142,1
6381,1,334.55,418,243,105,28,67,17,146,1
6382,2,366.14,549,113,87,44,7,0,44,0
6383,1,364.61,456,221,38,184,109,7,150,1
6384,2,350.31,525,265,42,166,83,2,151,1
6385,1,384.01,480,193,11,110,20,33,135,1
6386,3,164.49,329,196,74,1,106,14,111,1
6387,2,428.8,643,43,45,67,2,23,115,0
6388,2,422.59,634,144,87,14,7,26,121,0
6389,2,148.67,223,221,139,55,43,8,36,1
6390,1,154.62,193,141,167,18,21,47,108,0
6391,1,365.02,456,228,202,5,28,61,185,1
6392,3,246.84,494,91,81,15,47,20,41,1
6393,2,341.04,512,20,50,177,16,141,202,1
6394,3,421.35,843,144,63,12,11,78,194,1
6395,3,67.7,135,26,140,59,48,22,104,0
6396,3,75.2,150,6,49,126,9,38,274,1
6397,1,157.92,197,222,227,29,57,81,93,1
6398,1,288.05,360,41,114,174,27,19,334,1
6399,1,224.47,281,146,34,31,114,10,167,0
6400,3,56.45,113,42,35,31,39,21,24,1
6401,3,207,414,62,259,42,76,83,84,1
6402,1,277.01,346,169,155,121,89,32,143,1
6403,1,152.27,190,52,194,198,95,78,92,1
6404,2,33.68,51,266,105,90,53,45,47,1
6405,1,475.27,594,64,50,82,1,13,189,0
6406,1,174.25,218,5,91,20,47,64,68,1
6407,2,433.34,650,213,138,104,19,4,128,1
6408,1,212.36,265,53,101,104,26,9,106,0
6409,2,315.49,473,115,22,97,4,25,136,0
6410,3,39.82,80,4,80,148,27,1,139,0
6411,2,185.42,278,342,160,4,78,27,98,1
6412,1,198.21,248,36,96,37,43,29,54,1
6413,1,298.75,373,127,115,31,27,52,150,0
6414,1,242.27,303,72,104,97,18,44,64,1
6415,3,349.73,699,198,50,123,5,57,69,0
6416,3,79.87,160,121,34,165,26,68,88,0
6417,1,37.49,47,117,38,6,67,23,44,0
6418,3,337.91,676,84,37,36,74,20,251,1
6419,2,160.46,241,39,15,7,37,3,91,1
6420,3,129.85,260,239,111,74,67,42,73,1
6421,1,147.51,184,96,65,98,10,31,99,0
6422,2,536.64,805,14,115,62,102,23,186,0
6423,2,116.14,174,153,58,137,43,11,100,0
6424,1,335.49,419,168,42,48,53,21,67,0
6425,1,112.19,140,59,202,26,2,74,139,1
6426,1,358.71,448,198,94,32,16,25,34,0
6427,2,126.04,189,18,152,76,3,73,77,0
6428,3,335.72,671,169,215,45,46,49,82,1
6429,2,359.04,539,223,28,91,7,29,331,1
6430,2,351.73,528,401,41,145,103,50,73,1
6431,1,390.95,489,36,23,13,13,59,151,0
6432,3,70.71,141,257,79,58,103,44,65,1
6433,1,446.81,559,139,55,28,2,23,255,1
6434,1,271.8,340,41,44,48,26,14,19,1
6435,2,265.45,398,27,59,226,16,116,162,1
6436,3,261.09,522,19,343,121,19,63,144,1
6437,1,314.79,393,58,18,53,67,26,177,0
6438,2,455.37,683,143,104,14,139,49,157,1
6439,1,27.6,35,184,40,1,86,16,175,1
6440,3,309.87,620,281,115,90,40,32,48,1
6441,2,81.59,122,72,116,106,2,70,136,0
6442,2,393.92,591,175,149,53,8,8,109,1
6443,2,393.26,590,215,48,85,17,63,74,0
6444,1,131.48,164,44,79,13,50,7,102,0
6445,1,105.7,132,199,35,40,11,11,103,1
6446,1,117.07,146,347,24,102,79,51,106,1
6447,1,9.42,12,93,72,54,34,34,112,1
6448,1,470.6,588,185,137,40,19,26,95,0
6449,1,346.41,433,180,28,91,40,23,37,0
6450,3,151.99,304,259,17,138,0,75,117,1
6451,1,435.99,545,230,117,21,28,43,63,1
6452,3,110.49,221,187,43,26,57,38,48,0
6453,1,348.36,435,235,10,65,96,37,59,1
6454,3,385.27,771,80,80,135,86,32,89,1
6455,1,178.55,223,38,87,27,54,17,72,1
6456,3,315.71,631,28,159,79,35,33,272,1
6457,1,244.41,306,222,112,27,33,1,107,1
6458,2,355.48,533,60,258,35,132,112,112,1
6459,2,316.22,474,19,34,69,60,16,97,1
6460,1,89.39,112,131,192,88,57,56,82,1
6461,2,393.98,591,241,54,132,37,43,99,1
6462,2,168.44,253,111,71,106,3,15,93,0
6463,2,34,51,85,187,127,64,59,84,1
6464,1,252.15,315,98,103,132,19,46,104,0
6465,1,357.64,447,105,113,26,63,21,71,0
6466,2,272.33,408,179,26,13,42,21,221,1
6467,2,346.66,520,203,123,153,95,39,96,1
6468,3,406.76,814,259,185,95,63,20,87,1
6469,3,401.12,802,0,142,32,56,11,54,0
6470,3,88.71,177,122,119,124,33,27,77,0
6471,3,168.84,338,2,180,49,94,67,110,0
6472,2,159.89,240,1,24,54,100,89,131,0
6473,3,44.85,90,162,105,38,19,37,38,0
6474,3,338.18,676,171,3,36,65,43,81,0
6475,3,212.79,426,127,91,48,1,53,79,0
6476,2,104.18,156,95,9,9,51,64,67,1
6477,1,257.89,322,256,95,120,15,30,90,1
6478,2,401.33,602,220,67,68,32,19,96,1
6479,2,399.24,599,90,112,72,53,20,52,1
6480,1,328.93,411,156,177,110,14,19,130,1
6481,1,226.36,283,103,133,15,5,9,237,1
6482,3,228.3,457,151,106,106,57,34,48,0
