ROW_NUMBER,SUBGROUP,AVG_SPENDING,TARGET_SPENDING,AVG_CALL_COUNT,AVG_CALL_DUR,AVG_ACCT_BAL_BEFORE_CALL,AVG_RECHARGE_AMT,AVG_ACCT_BAL_BEFORE_RECHARGE,LABEL
7260,1,279.91,350,27.69,322.41,105.57,1245.1,38.08,1
7261,1,304,380,17.11,148.39,246.87,2324.81,30.84,1
7262,2,341.98,513,4.45,54.22,271.8,1554.64,41.76,1
7263,3,26.05,52,15.02,130.32,91.93,178.15,4.2,0
7264,1,311.46,389,14.97,247,208.85,2055.62,13.34,1
7265,2,100.39,151,10.63,586.12,287.96,1999.28,28.82,1
7266,1,431.76,540,10.78,36.88,251.38,2967.35,60.43,1
7267,2,180.32,270,6.39,80.85,225.19,1657.31,58.96,0
7268,2,122.45,184,25.7,81.44,330.45,1855.69,40.04,1
7269,1,183.34,229,17.95,13.87,256.37,240.7,33.78,0
7270,2,420.06,630,10.99,81.76,142.06,3119.79,34.24,0
7271,3,267.29,535,10.17,270.26,146.12,997.36,11.31,1
7272,1,462.25,578,8.3,15.23,55.03,1637.44,3.5,0
7273,1,386.1,483,21.26,54.64,153.6,101.48,44.34,0
7274,2,113.91,171,8.17,6.54,226.26,1452.11,64.42,0
7275,1,413.73,517,15.46,23.96,253.8,2822.27,44.24,1
7276,3,101.25,203,31.21,49.94,82.32,3275.23,52.79,1
7277,3,421.04,842,5.32,96.76,67.74,878.97,11.19,0
7278,1,248.93,311,10.85,142.41,139.85,1708.45,26.08,0
7279,1,217.25,272,18.82,185.83,287.58,1449.79,61.62,1
7280,1,241.97,302,15.08,108.31,199.44,2703.62,61.36,1
7281,2,136.88,205,17.29,93.29,194.91,2819.97,52.11,1
7282,2,303.83,456,16.57,147.73,52.55,1996.92,67.01,0
7283,3,350.9,702,5.49,157.87,249.99,663.23,69.3,1
7284,2,83.89,126,2.53,35.97,284.7,3585.88,64.19,1
7285,3,179.93,360,14.6,148.18,336.9,1915.6,39.62,1
7286,2,83.81,126,25.35,121.07,7.15,1803.02,9.33,1
7287,1,363.19,454,24.42,54.97,291.76,2788.1,61.27,1
7288,3,294.21,588,19.83,154.68,330.16,151.37,38.69,1
7289,1,263.67,330,17.33,97.57,265.62,2801.87,41.91,1
7290,2,281.36,422,30.6,312.97,132.14,1179.82,34.58,1
7291,2,308.57,463,16.73,192.28,268.96,609.25,40.37,1
7292,2,169.77,255,13.29,162.36,158.73,2904.22,54.03,1
7293,2,217.05,326,6.93,12.36,250.49,2223.8,67,1
7294,2,231.44,347,6.15,26.6,293.42,1184.14,58.28,1
7295,1,344.38,430,15.23,120.29,280.12,907.28,37.75,1
7296,3,263.62,527,15.72,107.21,337.25,1991.64,68.95,1
7297,1,479.73,600,16.07,261.26,242.16,1602.81,50.62,1
7298,3,319.42,639,11.34,58.89,335.41,1169.31,70.71,1
7299,1,356.66,446,14.74,61.06,71.01,1789.15,61.77,0
7300,2,390.02,585,24.02,227.53,97.71,1854.73,64.35,1
7301,3,381.09,762,28.49,278.5,124.85,1702.88,37.96,1
7302,1,229.52,287,15.72,60.58,346.04,2412.67,24.33,1
7303,2,18.28,27,31.96,67.49,105.69,1827.75,68.17,1
7304,2,281.58,422,6.09,79.39,178.64,2163.1,65.62,0
7305,2,171.87,258,19.22,96.99,327.45,2967.12,2.31,1
7306,2,385.43,578,19.06,93.1,359.14,806.53,4.87,1
7307,2,46.07,69,4.48,408.24,255.63,3407.44,61.51,1
7308,3,96.66,193,7.03,74.55,286.23,998.39,52.89,1
7309,3,190.11,380,21.93,84.34,230.82,246.66,20.92,0
7310,2,180.47,271,15.81,7.11,202.21,1882.09,43.85,0
7311,2,278.62,418,9.93,72.84,254.15,3153.81,24.33,1
7312,3,55.61,111,8.85,28.83,143.75,2276.23,23.62,0
7313,2,218.71,328,24.82,191.83,57.27,2782.79,47.71,0
7314,2,242.12,363,20.96,62.64,31.52,2340.57,12.06,0
7315,1,416.58,521,16.1,256.19,21.11,2984.2,27.63,1
7316,3,236.06,472,7.24,143.54,128.05,2155.62,21.86,0
7317,2,290.77,436,12.79,130.23,91.74,2356.08,58.41,0
7318,3,305.67,611,21.12,424.15,228.81,1931.28,62.22,1
7319,3,398.53,797,13.74,50.1,264.34,3364.49,30.26,0
7320,3,99.26,199,42.13,80.58,236.11,676.81,15.78,1
7321,3,373.27,747,24.88,4.53,240.26,220.06,16.63,0
7322,2,215.63,323,22.53,158.03,132.17,682.36,50.25,0
7323,2,456.31,684,20.08,426.75,134.77,2180.92,39.06,1
7324,2,130.95,196,16.81,73.69,57.93,1298.9,57.88,1
7325,3,136.23,272,15.49,99.19,206.12,1770.16,47.64,0
7326,2,227.86,342,18.76,9.64,321.36,2338.86,46.69,1
7327,1,54.8,69,19.62,211.93,221.9,249.48,42.34,1
7328,2,430.88,646,5.7,223.75,12.04,365.52,43.09,1
7329,2,98.25,147,4.84,154.6,137.39,2170.6,68.09,0
7330,1,369.09,461,4.22,274.78,42.18,2370.69,14.4,0
7331,3,391.15,782,14.24,128.32,101.55,3471.36,48.71,0
7332,3,210.31,421,9.14,226.68,189.51,1415.82,8.17,1
7333,2,136.15,204,20.08,47.07,207.97,2062.52,69.59,1
7334,3,368.45,737,10.47,237.24,10.16,1043.25,43.53,0
7335,3,77.54,155,11.95,97.03,114.9,1416.92,67.48,1
7336,2,113.45,170,16.14,9.88,134.43,824.38,26.29,0
7337,2,287.74,432,6.49,26.61,243.5,977.73,26.41,0
7338,2,277.1,416,33.63,122.92,274.95,395.2,29.66,1
7339,1,131.91,165,4.01,126,291.43,1684.04,40.36,1
7340,3,504.86,1010,16.91,41.19,220.04,1161.27,64.27,0
7341,2,227.97,342,7.41,12.9,285.37,1141.27,28.98,1
7342,1,173.97,217,3.89,57.09,217.65,3220.83,62.94,0
7343,2,148.84,223,4.73,176.64,250.27,3557.07,19.34,1
7344,1,167.1,209,44.75,84.76,294.5,3195.94,26.19,1
7345,3,90.89,182,9.14,57.52,165.36,2943.33,57.13,1
7346,3,132.6,265,11.14,141.6,289.38,1755.34,43.13,1
7347,2,117.91,177,3.58,63.48,345.69,3458.25,37.38,1
7348,3,158.3,317,19.79,48.03,76.66,3245.51,60.11,1
7349,2,27.5,41,21.76,83.16,71.41,274.34,47.03,0
7350,1,312.91,391,23.01,261.76,27.67,3344.36,18.38,1
7351,1,75.02,94,8.51,153.57,210.34,1341.42,53.01,1
7352,2,243.94,366,22.43,249.89,209.87,1227.17,2.58,1
7353,2,239.76,360,14.52,93.41,274.58,684.94,62.86,1
7354,3,190.54,381,5.57,84.63,268.41,1113.75,0.44,1
7355,2,456.14,684,11.5,149.02,82.81,3342.89,20.17,0
7356,3,379.92,760,18.38,29.13,361.09,503.13,55.1,1
7357,3,387.61,775,19.58,186.66,24.68,464.04,25.91,1
7358,3,389.97,780,8.01,209.86,272.25,3189.39,45.59,1
7359,3,75.76,152,29.87,392.57,122.43,271.95,36.93,1
7360,1,184.43,231,27.02,182.45,348.2,759.45,2.2,1
7361,1,107.34,134,14.26,72.83,275.85,1119.57,28.99,1
7362,2,431.93,648,19.6,121.16,78.42,1774.68,51.6,0
7363,2,243.26,365,4.67,119.15,66.55,3130.71,2.13,0
7364,1,298.74,373,15.86,196.27,139.05,3222.85,31.11,0
7365,2,232.27,348,15.51,62.53,136.85,1107.88,3.86,0
7366,3,189.85,380,18.57,71.63,226.87,2197.14,38.82,0
7367,2,334.78,502,3.84,225.34,181.89,3118.89,5.34,1
7368,2,447.82,672,11.24,30.66,343.61,301.53,26.39,1
7369,3,386.85,774,4.57,100.68,330.45,432.38,14,1
7370,1,308,385,16.99,12.24,145.14,303.06,28.42,0
7371,2,519.53,779,17.85,42.4,66.7,1370.55,68.82,0
7372,3,241.98,484,12.22,226.53,162.85,3408.97,55.26,1
7373,1,395.64,495,6.04,85.09,201.8,2335.85,17.97,0
7374,1,76.95,96,18.22,173.12,164.04,477.58,24.43,1
7375,1,280.27,350,25.31,134.63,307.9,2316.47,6.01,1
7376,2,66.68,100,15.45,15.87,143.06,2806.78,33,0
7377,2,129.07,194,17.35,72.32,97.37,2487.96,38.87,0
7378,2,237.19,356,20.27,88.6,227.82,2649.16,30.88,0
7379,3,173.35,347,16.95,17.59,314.87,601.53,32.02,1
7380,2,330.46,496,19.04,186.32,90.41,722.71,30.38,1
7381,1,16.33,20,5.24,59.83,117.89,1544.37,58.68,1
7382,1,386.67,483,23.1,93.19,257.32,2258.82,41.21,1
7383,2,182.07,273,31.82,9.87,119.7,1004.91,19.52,1
7384,2,294.16,441,11.58,48.18,114.54,1541.36,31.06,0
7385,2,413.46,620,10.37,214.16,25.76,2009.61,4.12,1
7386,2,199.55,299,24.58,251,277.56,681.24,21.8,0
7387,2,152.85,229,20.86,246.37,106.33,2534.82,48.42,1
7388,3,385.43,771,12.25,167.53,115.63,490.04,59.46,1
7389,1,466.63,583,20.98,178,284.69,1309.4,35.94,1
7390,3,362.25,725,14.43,159.91,251.77,3107.57,46.62,1
7391,3,264.31,529,8.1,62.32,176.14,3187.45,19.75,0
7392,1,110.4,138,7.2,39.05,203.79,1302,35.34,1
7393,3,371.71,743,4.99,139.98,153.93,3081.55,69.17,0
7394,1,87.08,109,15.27,4.33,154.83,2758.76,10.84,0
7395,2,183.74,276,32.93,98.76,134.36,2525.99,37.12,1
7396,1,303.6,380,22.52,326.86,55.09,1698.36,22.66,1
7397,3,194.56,389,8.03,15.47,23.15,751.34,65.66,0
7398,1,288.43,361,14.39,27.21,209.45,2049.16,13.91,0
7399,2,126.22,189,10.45,194.61,327.72,778.53,20.79,1
7400,3,248.9,498,12.18,87.87,352.08,2857.36,15.4,1
7401,3,269.22,538,14.9,75.48,29.43,289.52,45.52,0
7402,3,332.76,666,9.59,221.3,203.78,1731.52,48.49,1
7403,3,229.35,459,20.05,60.31,192.24,2724.52,27.66,0
7404,1,298.35,373,21.92,108.36,75.4,1249.12,53.87,1
7405,1,362,453,19.08,13.24,21.16,1094.3,44.09,0
7406,3,350.94,702,4.96,408.33,214.72,1915.77,38.5,1
7407,3,377.97,756,15.75,23.9,243.9,464.38,2.46,0
7408,2,428.41,643,23.41,25.11,289.77,1600.46,37.34,1
7409,1,41.8,52,7.33,125.1,31.57,1833.91,27.19,1
7410,1,42.56,53,33.35,135.33,35.54,3426.82,5.41,1
7411,3,127.51,255,12.98,195.75,52.69,161.76,5.81,1
7412,1,129.5,162,16.37,67.19,219.94,100.27,66.87,0
7413,1,253.42,317,20.62,63.82,20.68,2244.86,54.99,0
7414,2,309.82,465,17.78,56.88,191.22,1217.58,38.32,1
7415,3,202.08,404,9.48,43.11,113.99,2871.16,10.98,0
7416,3,147.66,295,30.05,47.22,166.6,1543.95,33.7,1
7417,1,299.72,375,20.79,243.39,46.86,1815.41,10.78,1
7418,1,280.74,351,12.06,37.32,113.78,2546.07,64.91,0
7419,3,182.15,364,18.65,100.54,55.74,2592.3,70.66,0
7420,2,49.32,74,4.03,88.25,91.36,500.29,2.87,0
7421,3,68.46,137,28.7,216.43,333.73,1888.92,8.03,1
7422,3,112.36,225,5.9,51.65,303.7,3588.27,8.34,1
7423,3,361.46,723,43.27,47.46,59.5,1452.53,52.79,1
7424,1,327.04,409,12.16,90.33,328.22,902.16,47.99,1
7425,2,309.27,464,8.97,111.69,242.69,804.52,37.05,1
7426,3,534.65,1069,7.59,87.9,115.93,3432.95,0.71,0
7427,1,114.9,144,11.78,19.36,313.75,2567.33,28.73,1
7428,2,101.78,153,14.82,52.42,117.99,1246.24,4.62,0
7429,2,339.71,510,19.18,378.85,142.09,2949.15,37.04,1
7430,2,102.48,154,2.61,93.83,208.65,466.71,22.38,0
7431,2,185.13,278,17.11,63.58,218.05,1336.69,12.72,0
7432,3,175.48,351,5.72,27.49,349.68,1004.49,15.02,1
7433,2,354.78,532,12.96,56.56,242.64,3550.2,29.03,0
7434,1,23.3,29,27.3,73.22,54.13,2719.52,53.69,1
7435,1,321.78,402,18.14,62.77,317.01,2151.68,58.44,0
7436,3,256.44,513,8.53,36.22,26.5,359.97,15.52,0
7437,2,385.77,579,8.87,93.74,301.95,3219.77,55.33,1
7438,3,416.4,833,18.37,123.34,48.26,55.73,65.22,0
7439,3,219.89,440,26.76,22.58,184.19,3374.69,6.3,1
7440,2,237.21,356,24.05,49.31,57.38,3325.51,66.33,1
7441,2,395.4,593,13.3,151.44,118.37,506.24,4.87,0
7442,2,175.78,264,16.31,121.33,222.07,985.5,14.16,0
7443,1,314.49,393,6.39,36.38,256.68,2774.36,5.89,1
7444,1,161.27,202,6.82,183.23,184.55,390.35,52.85,1
7445,3,464.15,928,32.92,11.48,123.67,1351.02,25.34,1
7446,1,58.42,73,7.82,123.7,349.51,3394.06,34.13,1
7447,3,370.99,742,5.53,76.9,363,1703.91,16.91,1
7448,2,76.48,115,28.27,176.91,320.17,2296.82,50.73,1
7449,2,298.37,448,37.92,21.63,50.61,1030.23,52.56,1
7450,1,167.14,209,18.49,291.19,251.54,3274.88,14.58,1
7451,1,95.6,120,18.46,285.9,158.03,2276.72,51.6,1
7452,1,186.53,233,20.1,30.08,18.9,1099.93,27.43,0
7453,1,290.75,363,21.46,139.93,35.82,2213.79,26.91,1
7454,2,268.45,403,4.81,127.86,167.41,539.49,65.93,0
7455,2,160.11,240,5.05,12.16,169.58,2993.57,1.7,0
7456,3,120.27,241,23.65,323.86,113.18,2393.89,62.84,1
7457,3,435.03,870,2.77,327.44,59.72,1333.21,10.21,1
7458,2,30.27,45,24.85,381.81,127.92,2824.01,56.24,1
7459,2,136.69,205,15.81,55.76,115.55,241.47,31.67,0
7460,2,223.58,335,6.83,41.74,77.01,3168.57,40.37,0
7461,3,77.33,155,15.92,47.72,221.34,962.82,2.3,0
7462,3,318.99,638,20.49,98.35,151.01,3474.76,9.24,0
7463,3,226.5,453,11.37,86.56,76.14,3313.46,12.73,0
7464,2,438.26,657,23.55,88.18,13.82,2499.74,55.5,0
7465,2,176.79,265,6.31,27.48,165.64,2059.42,45.22,0
7466,1,181.79,227,10,98.78,37.24,2065.5,3.49,0
7467,1,107.76,135,10.66,35.86,213.41,89.62,4.4,0
7468,2,114.5,172,18.15,172.65,216.16,498.5,13.14,1
7469,3,150.69,301,14.48,222.57,248.26,1589.52,67.71,1
7470,3,431.15,862,15.03,125.23,337.94,2445.21,2.11,1
7471,2,84.1,126,31.89,38.34,89.52,3303.16,60.35,0
7472,1,363.03,454,11.72,13.75,261.38,2464.37,11.95,1
7473,3,120.6,241,10.14,32.56,288.79,1678.89,5.04,1
7474,1,270.12,338,6.52,338.57,241.53,3126.31,47.59,1
7475,3,379.09,758,14.23,222.62,256.02,3286.51,69.04,1
7476,3,365.76,732,16.34,60.57,297.18,285.75,5.29,1
7477,1,93.42,117,13.36,62.86,39,3011.66,40.45,0
7478,2,164.76,247,30.25,63.17,10.33,2139.13,48.54,1
7479,2,84,126,27.48,139.48,295.97,139.47,23.51,0
7480,2,114.49,172,13.24,12.48,304.34,423.85,46.61,1
7481,2,25.6,38,14.13,261.68,345.39,2583.41,3,1
7482,3,116.52,233,6.5,57.3,189.66,100.14,10.3,0
7483,1,98.84,124,8.14,40.34,34.76,2392.72,25.4,0
7484,1,382.15,478,6.65,80.28,277.19,1223.92,0.7,1
7485,3,225.19,450,21.23,152.23,64.75,2279.47,8.99,1
7486,2,220.8,331,13.01,109.49,282.85,2477.64,32.61,0
7487,2,108.35,163,14.49,262.99,119.51,2966.55,29.27,1
7488,1,334.55,418,8.84,121.44,82.55,381.23,44.23,0
7489,1,26.95,34,20.81,72.99,294.55,3303.58,16.16,1
7490,1,364.61,456,3.14,103.6,19.06,1705.58,63.85,0
7491,1,234.78,293,30.03,79.09,218.58,2832.77,33,1
7492,1,306.17,383,29.33,50.34,292.9,190.69,45.13,1
7493,1,384.01,480,22.62,2.61,96.45,1266.59,8.83,0
7494,1,159.36,199,13.8,90.97,158.13,1490.71,28.29,1
7495,1,169.16,211,5.38,355.26,218.14,3145.6,9.33,0
7496,2,148.67,223,4.04,102.53,47.99,471.89,54.25,0
7497,1,57.76,72,11.69,32.88,158.61,2573.55,14.73,0
7498,2,185.87,279,29.37,65.69,30.3,1646.82,56.99,1
7499,1,95.21,119,21.32,136.16,79.34,1703.97,58.07,0
7500,1,285.02,356,22.62,175.04,177.11,1196.22,22.29,1
7501,3,386.82,774,23.79,14.29,169.76,3490.83,21.41,0
7502,2,424.75,637,7.78,191.34,105.18,2634.98,16.81,0
7503,2,223.91,336,4.28,34.93,246.94,1121.9,19.61,1
7504,3,327.57,655,18.13,88.78,291.39,3335.36,32.23,1
7505,1,425.24,532,25.54,200.75,249.43,589.49,9.13,1
7506,3,444.66,889,5.89,209.76,65.81,3106.88,34.97,1
7507,2,383.32,575,14.54,441.06,150.61,925.04,17.42,1
7508,2,160.51,241,19.29,18,40.84,2447.63,19.72,0
7509,3,339.92,680,16.61,150.52,332.26,2294.39,33,1
7510,2,168.91,253,10.48,303.52,52.58,3065.86,26.23,1
7511,1,301.97,377,5.48,34.46,34.2,1570.88,41.54,0
7512,3,282.79,566,30.86,4.73,329.81,2622.47,47.8,1
7513,2,246.84,370,8.59,36.41,38.18,579.64,39.19,0
7514,2,167.96,252,7.01,34.04,289.95,1667.94,33.25,1
7515,1,421.35,527,12.7,48.35,202.58,925.3,40.08,0
7516,1,22.96,29,6.45,271.56,172.72,2883.95,58.06,1
7517,3,124.51,249,10.36,43.2,323.05,1245.03,69.87,1
7518,1,102.68,128,26.07,58.71,158.65,439.73,5.96,1
7519,3,380.89,762,10.08,126.26,158.33,2818.32,3.25,0
7520,3,152.27,305,15.03,24.86,186.93,1513.31,55.75,0
7521,2,337.91,507,20.53,82.04,286.85,2037.71,22.47,0
7522,3,129.85,260,12.6,63.88,10.79,1009.33,5.09,0
7523,3,77.95,156,7.82,180.39,41.71,2646.64,33.35,1
7524,1,356.24,445,16,32.94,171.27,2680.24,66.85,1
7525,2,410.65,616,13.17,183.61,231.11,2012.33,52.51,1
7526,1,112.19,140,12.7,163.64,358.04,967.69,43.29,0
7527,2,284.55,427,7.99,14.59,330.27,3475.97,33.62,1
7528,3,459.89,920,13.36,85.01,57.29,369.14,39.78,0
7529,3,64.32,129,2.47,170.83,330.42,770.56,54.28,1
7530,2,197.79,297,5.81,22.45,275.28,1131.6,36.28,1
7531,3,335.72,671,17.46,34.4,60.87,2906.27,20.61,0
7532,1,113.68,142,31.42,100.41,197.39,2124.5,22.45,1
7533,3,181.09,362,18.67,11.53,286.06,1195.5,12.29,1
7534,3,291.69,583,24.72,334.56,280.31,609.94,14.09,1
7535,1,265.45,332,13.93,68.23,28.23,3392.94,16.87,0
7536,3,250.63,501,5.95,168.97,334.86,1287.43,27.22,1
7537,2,84.05,126,3.98,78.88,302.1,65.71,40.99,0
7538,3,25.66,51,34.67,80.63,326.1,3144.49,21.77,1
7539,2,400.75,601,27.72,218.02,62.05,2950.89,44.63,1
7540,2,417.76,627,18.61,71.42,329.35,2068.04,63.47,1
7541,2,261.09,392,14.63,17.3,184.42,177.6,32.5,0
7542,1,118.65,148,28.29,64.44,267.87,2677.95,24.25,1
7543,3,444.4,889,17.32,191.04,361.15,1066.55,36.55,1
7544,3,455.37,911,16.47,37.46,110.63,2254.58,39.79,0
7545,3,115.27,231,1.09,57.75,222.57,636.02,28.22,0
7546,3,216.54,433,12.1,12.31,306.16,2639.67,10.18,1
7547,3,51.54,103,3.41,194.58,224.86,317.38,7.13,1
7548,2,43.75,66,32.99,38.04,327.31,1463.31,63.97,1
7549,1,394.17,493,2.95,38.12,296.91,90.67,62.89,1
7550,2,117.07,176,2.34,24.81,107.31,1308.07,69.79,0
7551,2,419.65,629,5.13,398.01,323.7,1677.12,13.95,1
7552,1,16.07,20,11.18,103.51,176.23,2820.69,23.11,0
7553,1,316.22,395,16.95,510.9,219.75,2120.29,4.18,0
7554,2,34,51,14.34,11.38,143.99,2731.34,26.3,0
7555,2,213.57,320,22.12,39.32,317.35,3386.24,21.92,1
7556,2,9.98,15,2.95,101.53,362.91,279.96,37.95,1
7557,2,36.61,55,8.2,103.89,58.63,510.76,60.21,1
7558,3,105.88,212,3.17,23.61,128.1,287.28,49.7,1
7559,2,272.33,408,7.99,97.18,70.12,833.81,25.15,0
7560,3,387.31,775,19.92,13.85,229.84,3050.02,10.72,0
7561,3,186.82,374,29.2,123.51,273.69,1402.94,10.65,1
7562,1,241.29,302,27.56,56.97,73.27,3287.67,2.37,1
7563,2,406.76,610,5.94,140.45,246.05,368.56,26.02,0
7564,3,375.51,751,16.96,57.75,228.88,3269.57,2.28,0
7565,3,399.24,798,5.71,60.98,176.72,3282.62,27.52,0
7566,3,323.43,647,30.67,259.81,14.48,3126.28,15.49,1
7567,3,110.64,221,11.83,38.11,121.88,1295.71,10.84,0
7568,2,334.6,502,30.63,226.34,293.16,267.99,16.7,1
7569,3,72.99,146,11.42,139.02,363.48,1061.19,8.95,1
7570,3,324.81,650,9.61,36.17,207.87,769.48,19.54,0
7571,1,262.88,329,13.78,15.56,46.31,3091.87,33.34,0
7572,1,360.72,451,47.99,82.02,26.67,420.74,48.59,1
7573,2,422.11,633,22.95,155.57,299.15,2567.16,28.5,1
7574,1,101.45,127,6.39,173.4,78.82,3363.47,44.84,1
7575,1,117.53,147,20.53,110.66,9.66,235.64,70.31,0
7576,3,274.74,549,11.26,57.07,255.95,2972.02,27.25,1
7577,1,104.84,131,12.24,114.09,317.79,3015.62,48.94,1
7578,3,226.36,453,23.24,50.88,69.16,818.04,37.78,0
7579,3,143.25,287,13.06,71.39,244.82,764.5,39.57,0
7580,2,384.22,576,4.82,164.61,11.24,2477.86,19.14,1
7581,2,332.13,498,4.63,112.89,65.62,2612.11,31.87,0
7582,2,400.67,601,13.8,206.85,198.73,2332.81,42.97,1
7583,2,307.48,461,8.74,18.37,80.89,3222.69,8.89,0
7584,2,124.73,187,8.86,7.47,354.19,606.22,8.34,1
7585,1,95.9,120,15.65,68,74.29,818.34,24.15,0
7586,1,36.17,45,5.71,58.53,293.94,1993.46,27.87,1
7587,3,232.45,465,28.51,62.38,49.31,2077.61,14.35,1
7588,2,378.63,568,6.77,122.06,336.04,1914.83,13.89,1
7589,2,179.28,269,4.1,38.71,346.48,1672.6,34.91,1
7590,3,104.6,209,16.5,108.21,331.92,3091.68,68.78,1
7591,3,188.87,378,11.32,36.55,262.81,3330.83,56.75,0
7592,2,70.01,105,6.35,29.8,329.67,196.83,15.41,1
7593,3,235.49,471,9.31,82.26,165.66,838.06,19.65,0
7594,1,220.95,276,12.16,27.83,355.4,1958.13,44.77,1
7595,2,178.79,268,18.62,147.8,199.87,205.42,16.02,1
7596,3,284.67,569,4.09,97.15,17.34,3056.44,26.33,0
7597,3,132.2,264,19.28,82.57,331.74,1555.93,22.71,0
7598,3,26.5,53,16.26,39.02,275.83,690.35,13.18,1
7599,2,178.07,267,5.34,287.18,81.32,1020.68,55.22,1
7600,3,196.6,393,10.48,116.74,78.23,1723.62,49.06,0
7601,1,297.22,372,7.8,211.08,201.33,188.2,22.02,0
7602,3,147.03,294,23.62,48.27,254.99,1550.25,18.85,1
7603,1,249.33,312,19.03,12.4,222.3,979.36,49.87,1
7604,3,317.07,634,14.21,48.1,53.48,1203.33,54.42,0
7605,1,87.26,109,15.42,159.21,38.06,2787.25,34.34,0
7606,3,266.31,533,12.46,69.21,261.42,2058.07,55.56,1
7607,1,244.71,306,10.24,66.29,315.43,481.54,0.23,1
7608,2,178.18,267,30.54,75.56,150.14,1399.7,34.34,1
7609,1,340.54,426,8.24,99.01,48.93,2311.5,0.48,1
7610,2,62.45,94,32.87,157.04,61.17,2566.66,62.46,1
7611,3,414.04,828,23.29,69.27,227.12,177.46,38.97,0
7612,1,261.24,327,9.36,166.72,13.96,78.82,66.75,1
7613,1,236.77,296,3.11,45.1,171.34,3432.53,25.02,1
7614,1,9.12,11,37.62,171.04,292.76,1313.26,58.13,1
7615,1,385.16,481,10.76,9.4,325.87,3032.27,39.98,1
7616,1,291.49,364,7.63,37.17,309.05,1665.62,49.14,1
7617,1,89.14,111,24.31,99.13,31.65,1405.01,6.13,0
7618,1,339.82,425,8.93,9.05,86.68,1854.08,39.13,1
7619,1,165.54,207,27.62,32.53,193.51,118.56,23.67,1
7620,3,354.81,710,21.88,54.84,339.39,233.58,25.66,1
7621,1,212.46,266,6.15,132.03,330.26,116.14,41.6,1
7622,2,173.99,261,5.35,60.5,187.29,1405.83,53.61,0
7623,3,233.84,468,13.87,32.46,339.15,3230.62,2.32,1
7624,1,216.64,271,4.19,96.23,224.65,1470.53,47.94,0
7625,2,200.35,301,7.19,38.38,103.6,667.71,70.95,0
7626,3,209.46,419,3.1,234.62,216.36,2737.47,66.87,1
7627,2,216.77,325,8.02,9.22,126.42,3153,63.55,0
7628,3,205.12,410,11.36,186.13,36.87,999.14,14.79,1
7629,1,82.16,103,11.73,30.4,98.9,521.56,38.66,0
7630,3,227.16,454,13.79,90.32,169.5,1039.7,17.82,1
7631,2,60.93,91,20.61,439,313.05,752.71,22.75,1
7632,3,329.82,660,12.06,160.39,73.82,2019.47,9.13,1
7633,3,252.4,505,8.87,61.96,179.47,2441.2,70.01,0
7634,3,301.68,603,10.5,74.38,131.94,1925.98,39.99,1
7635,1,228.35,285,10.77,185.28,235.64,2286.25,59.61,1
7636,1,71.75,90,7.87,240.57,201.2,2077.66,19.41,1
7637,3,273.72,547,5.96,48.7,28.85,360.73,42.38,0
7638,2,356.35,535,6.16,237.28,150.28,1797.9,11.72,1
7639,1,295.71,370,3.61,95.36,189.34,1257.03,38.29,0
7640,2,105.61,158,19.98,112.45,231.84,1395.64,21.95,0
7641,2,163.22,245,16.95,118.14,325.19,3094.76,55.34,1
7642,3,449.05,898,24.64,130.86,10.4,1951.34,53.14,0
7643,2,311.59,467,20.55,115.58,173.73,1139.49,65.99,0
7644,3,395.82,792,14.43,3.51,102.24,1393.95,70.32,0
7645,2,152.82,229,12.49,67.64,281.93,2088.53,25.72,1
7646,1,128.18,160,19.41,220.72,288.65,1564.05,13.26,1
7647,3,208.71,417,13.24,22.11,252.17,3134.23,7.97,1
7648,2,111.91,168,17.45,155.4,41.89,129.74,17.6,0
7649,1,362.68,453,33.32,84.38,312.8,2732.43,26.47,1
7650,1,189.2,237,17.06,135.77,57.67,3166.96,10.84,0
7651,1,171.42,214,7.91,186.53,147.53,1447.29,46.79,1
7652,1,228.34,285,9.54,59.97,9.21,3039.51,45.71,0
7653,3,423.94,848,14.22,56.34,287.12,2147.95,24.44,1
7654,2,288.52,433,9.52,108.88,118.97,1517.46,5.77,1
7655,1,320.21,400,5.05,103.02,58.17,268.51,25.86,1
7656,1,506.26,633,24.01,5.76,207.04,1889.7,40.32,1
7657,3,235.82,472,10.72,74.3,62.7,1761,8.77,0
7658,3,417.52,835,7.2,70.92,47.77,1910.71,46.82,0
7659,2,26.65,40,11.18,73.73,308.79,2025.77,3.92,1
7660,2,344.56,517,7.46,121.59,332.61,1255.61,51.79,1
7661,1,427.39,534,22.26,117.17,142.49,597.85,39.99,1
7662,1,81.49,102,3.98,60.39,71.87,2760.28,8.51,0
7663,1,51.05,64,14.95,17.95,301.27,2949.95,35.5,1
7664,1,379.02,474,3.61,31.95,264.36,1631.01,50.46,1
7665,3,256.53,513,11.38,125.43,101.7,864.93,58.42,0
7666,1,361,451,11.05,639.14,117.93,2252.6,69.08,1
7667,3,448.11,896,7.99,117.51,221.23,2938.22,7.89,0
7668,3,267.29,535,16.31,129.82,344.61,1124.95,25.58,1
7669,1,55.11,69,30.89,25.17,149.22,2010.56,33.73,1
7670,1,211.61,265,10.1,76.17,294.48,3106.38,58.8,1
7671,3,226.24,452,9.07,474.88,324.97,1454.39,35.84,1
